corr_type,source_left,source_right,product,lag,freq,series_left,series_right,pearson,spearman
between_sources,ProZorro,ProducerUA,Сметана,1,weekly,price_pchip,price_pchip,0.0784818881858337,0.0757085020242915
between_sources,ProZorro,ProducerUA,Сметана,2,weekly,price_pchip,price_pchip,0.07326267471469924,0.13433395872420265
between_sources,ProZorro,ProducerUA,Сметана,7,daily,price_pchip,price_pchip,0.006529118072207306,0.006948752751495619
between_sources,ProZorro,ProducerUA,Сметана,14,daily,price_pchip,price_pchip,0.029137614638176206,0.03208835914819569
between_sources,ProZorro,Silpo,Сметана,0,daily,price_pchip,price_pchip,-0.022090190341393583,-0.15461210198052305
between_sources,ProZorro,Silpo,Сметана,7,daily,price_pchip,price_pchip,-0.03965140961947863,0.012145748987854251
between_sources,ProZorro,Silpo,Сметана,14,daily,price_pchip,price_pchip,0.019434647415375893,-0.031187385779114386
between_sources,ProducerUA,Silpo,Сметана,0,daily,price_pchip,price_pchip,-0.03907449480034125,-0.12308237189417971
between_sources,ProducerUA,Silpo,Сметана,7,daily,price_pchip,price_pchip,-0.1974385918610027,-0.2862622453876633
between_sources,ProducerUA,Silpo,Сметана,14,daily,price_pchip,price_pchip,-0.29948795703794495,-0.30592136748119453
within_variant,ProducerUA,ProducerUA,Вершки,0,daily,price_real,price_linear,0.9999999999999999,1.0
within_variant,ProducerUA,ProducerUA,Вершки,0,daily,price_real,price_pchip,0.9993490414101507,0.9991578547952584
within_variant,ProducerUA,ProducerUA,Вершки,0,daily,price_linear,price_pchip,0.9993490414101507,0.9991578547952584
within_variant,ProducerUA,ProducerUA,Кефір,0,daily,price_real,price_linear,0.9999999999999999,1.0
within_variant,ProducerUA,ProducerUA,Кефір,0,daily,price_real,price_pchip,0.9995664828564343,0.9994518822364344
within_variant,ProducerUA,ProducerUA,Кефір,0,daily,price_linear,price_pchip,0.9995664828564343,0.9994518822364344
within_variant,ProducerUA,ProducerUA,Масло вершкове,0,daily,price_real,price_linear,0.9999999999999999,1.0
within_variant,ProducerUA,ProducerUA,Масло вершкове,0,daily,price_real,price_pchip,0.9997882455497601,0.9996764091502303
within_variant,ProducerUA,ProducerUA,Масло вершкове,0,daily,price_linear,price_pchip,0.9997882455497601,0.9996764091502303
within_variant,ConsumerUA,ConsumerUA,Молоко питне,0,daily,price_real,price_linear,1.0,0.9999999999999998
within_variant,ConsumerUA,ConsumerUA,Молоко питне,0,daily,price_real,price_pchip,0.9995523375149811,0.9994421090844146
within_variant,ConsumerUA,ConsumerUA,Молоко питне,0,daily,price_linear,price_pchip,0.9995523375149811,0.9994421090844146
within_variant,ProducerUA,ProducerUA,Молоко питне,0,daily,price_real,price_linear,1.0,1.0
within_variant,ProducerUA,ProducerUA,Молоко питне,0,daily,price_real,price_pchip,0.9995310098836171,0.9992523798426814
within_variant,ProducerUA,ProducerUA,Молоко питне,0,daily,price_linear,price_pchip,0.9995310098836171,0.9992523798426814
within_variant,ConsumerUA,ConsumerUA,Сир твердий,0,daily,price_real,price_linear,1.0,1.0
within_variant,ConsumerUA,ConsumerUA,Сир твердий,0,daily,price_real,price_pchip,0.9996495010801055,0.9995036962007005
within_variant,ConsumerUA,ConsumerUA,Сир твердий,0,daily,price_linear,price_pchip,0.9996495010801055,0.9995036962007005
within_variant,ProducerUA,ProducerUA,Сир твердий,0,daily,price_real,price_linear,1.0,1.0
within_variant,ProducerUA,ProducerUA,Сир твердий,0,daily,price_real,price_pchip,0.9995095874593959,0.9992442659483455
within_variant,ProducerUA,ProducerUA,Сир твердий,0,daily,price_linear,price_pchip,0.9995095874593959,0.9992442659483455
within_variant,ConsumerUA,ConsumerUA,Сметана,0,daily,price_real,price_linear,0.9999999999999999,1.0
within_variant,ConsumerUA,ConsumerUA,Сметана,0,daily,price_real,price_pchip,0.9996747135047312,0.9996120519123788
within_variant,ConsumerUA,ConsumerUA,Сметана,0,daily,price_linear,price_pchip,0.9996747135047312,0.9996120519123788
within_variant,ProducerUA,ProducerUA,Сметана,0,daily,price_real,price_linear,1.0,1.0
within_variant,ProducerUA,ProducerUA,Сметана,0,daily,price_real,price_pchip,0.9996105894517224,0.9994742258924796
within_variant,ProducerUA,ProducerUA,Сметана,0,daily,price_linear,price_pchip,0.9996105894517224,0.9994742258924796
