finding_type,link_or_stage,product,product_label,price_variant,n_core_rows,median_coef,directionally_stable,interpretation_flag
local_projection,ProZorro -> Novus,hard_cheese,Hard cheese,novus_observed,2,1.4309211712888512,1.0,selective
local_projection,ProZorro -> Novus,milk,Milk / fermented milk,novus_observed,2,-1.3545330999655734,1.0,selective
local_projection,ProZorro -> Retail,milk,Milk / fermented milk,retail_baseline,2,-0.6505914782235592,1.0,selective
local_projection,ProZorro -> Retail,milk,Milk / fermented milk,retail_observed,2,-0.6652034502549938,1.0,selective
local_projection,ProZorro -> Retail matched,condensed_milk,Condensed milk,retail_matched_observed,2,-1.0723165860858828,1.0,selective
local_projection,ProZorro -> Retail matched,cream,Cream,retail_matched_observed,2,-0.13573371210227123,1.0,selective
local_projection,ProZorro -> Retail matched,sour_cream,Sour cream,retail_matched_baseline,2,-0.10525738402206042,1.0,selective
local_projection,ProZorro -> Retail optimal,milk,Milk / fermented milk,retail_optimal_baseline,2,-0.6505914782235592,1.0,selective
local_projection,ProZorro -> Retail optimal,milk,Milk / fermented milk,retail_optimal_observed,2,-0.6652034502549938,1.0,selective
local_projection,ProZorro -> Retail+Consumer,milk,Milk / fermented milk,retail_consumer_baseline,2,-0.5472338856884671,1.0,selective
local_projection,ProZorro -> Retail+Consumer,milk,Milk / fermented milk,retail_consumer_observed,2,-0.5597719693646748,1.0,selective
local_projection,ProZorro -> Silpo,butter,Butter,silpo_baseline,2,0.11054871881080687,1.0,selective
local_projection,ProZorro -> Silpo,condensed_milk,Condensed milk,silpo_baseline,2,-0.0896844962550522,1.0,selective
local_projection,ProZorro -> Silpo,condensed_milk,Condensed milk,silpo_observed,2,-0.11500863176270029,1.0,selective
local_projection,ProZorro -> Silpo,cottage_cheese,Cottage cheese,silpo_baseline,2,-0.05076936307548099,1.0,selective
local_projection,ProZorro -> Silpo,sour_cream,Sour cream,silpo_baseline,4,-0.09041351569229675,1.0,stronger
local_projection,ProZorro -> Silpo,sour_cream,Sour cream,silpo_observed,2,-0.09261120159930011,1.0,selective
local_projection,ProducerUA -> FarmGateUA,butter,Butter,processor_price,8,0.4653874216393017,1.0,stronger
local_projection,ProducerUA -> FarmGateUA,hard_cheese,Hard cheese,processor_price,8,0.41037756023634053,1.0,stronger
local_projection,ProducerUA -> FarmGateUA,milk,Milk / fermented milk,processor_price,8,0.35672554204862156,1.0,stronger
local_projection,ProducerUA -> FarmGateUA,milk_powder,Milk powder,processor_price,8,0.3020273396831741,1.0,stronger
local_projection,ProducerUA -> FarmGateUA,sour_cream,Sour cream,processor_price,8,0.415741889077184,1.0,stronger
local_projection,ProducerUA -> ProZorro,milk,Milk / fermented milk,procurement_price,2,2.893088240269829,1.0,selective
local_projection,ProducerUA -> ProZorro,milk_powder,Milk powder,procurement_price,2,1.2394276876367196,1.0,selective
local_projection,ProducerUA -> ProZorro,sour_cream,Sour cream,procurement_price,1,5.700485776529495,1.0,selective
local_projection,Retail -> FarmGateUA,butter,Butter,retail_observed,3,-0.03952868302442177,1.0,stronger
local_projection,Retail -> FarmGateUA,condensed_milk,Condensed milk,retail_observed,4,0.03369321656981961,1.0,stronger
local_projection,Retail -> FarmGateUA,cottage_cheese,Cottage cheese,retail_observed,1,0.026727929264082174,1.0,selective
local_projection,Retail -> FarmGateUA,cream,Cream,retail_observed,3,-0.01521770178879958,1.0,stronger
local_projection,Retail -> FarmGateUA,hard_cheese,Hard cheese,retail_observed,4,-0.017918012649888806,1.0,stronger
local_projection,Retail -> FarmGateUA,yogurt_dessert,Yogurt / dessert,retail_observed,4,0.04733557945899062,1.0,stronger
local_projection,Retail -> ProZorro,condensed_milk,Condensed milk,retail_baseline,2,-0.9705274349837428,1.0,selective
local_projection,Retail -> ProZorro,condensed_milk,Condensed milk,retail_observed,2,-0.7946410997451178,1.0,selective
local_projection,Retail -> ProZorro,cottage_cheese,Cottage cheese,retail_observed,2,-0.6695562854367343,1.0,selective
local_projection,Retail -> ProZorro,milk,Milk / fermented milk,retail_baseline,2,0.1375699563843506,1.0,selective
local_projection,Retail -> ProZorro,milk,Milk / fermented milk,retail_observed,2,0.15521945425958059,1.0,selective
local_projection,Retail matched -> ProZorro,cottage_cheese,Cottage cheese,retail_matched_baseline,2,-0.5320522905538175,1.0,selective
local_projection,Retail matched -> ProZorro,cottage_cheese,Cottage cheese,retail_matched_observed,2,-0.42208025814754196,1.0,selective
local_projection,Retail optimal -> FarmGateUA,butter,Butter,retail_optimal_observed,3,-0.03952868302442177,1.0,stronger
local_projection,Retail optimal -> FarmGateUA,condensed_milk,Condensed milk,retail_optimal_observed,4,0.03369321656981961,1.0,stronger
local_projection,Retail optimal -> FarmGateUA,cottage_cheese,Cottage cheese,retail_optimal_observed,1,0.026727929264082174,1.0,selective
local_projection,Retail optimal -> FarmGateUA,cream,Cream,retail_optimal_observed,3,-0.01521770178879958,1.0,stronger
local_projection,Retail optimal -> FarmGateUA,hard_cheese,Hard cheese,retail_optimal_observed,4,-0.02476608693420979,1.0,stronger
local_projection,Retail optimal -> FarmGateUA,yogurt_dessert,Yogurt / dessert,retail_optimal_observed,4,0.04733557945899062,1.0,stronger
local_projection,Retail optimal -> ProZorro,condensed_milk,Condensed milk,retail_optimal_baseline,2,-0.9705274349837428,1.0,selective
local_projection,Retail optimal -> ProZorro,condensed_milk,Condensed milk,retail_optimal_observed,2,-0.7946410997451178,1.0,selective
local_projection,Retail optimal -> ProZorro,cottage_cheese,Cottage cheese,retail_optimal_observed,2,-0.6695562854367343,1.0,selective
local_projection,Retail optimal -> ProZorro,milk,Milk / fermented milk,retail_optimal_baseline,2,0.1375699563843506,1.0,selective
local_projection,Retail optimal -> ProZorro,milk,Milk / fermented milk,retail_optimal_observed,2,0.15521945425958059,1.0,selective
local_projection,Retail+Consumer -> FarmGateUA,butter,Butter,retail_consumer_observed,3,-0.03952868302442177,1.0,stronger
local_projection,Retail+Consumer -> FarmGateUA,condensed_milk,Condensed milk,retail_consumer_observed,4,0.03369321656981961,1.0,stronger
local_projection,Retail+Consumer -> FarmGateUA,cottage_cheese,Cottage cheese,retail_consumer_observed,1,0.026727929264082174,1.0,selective
local_projection,Retail+Consumer -> FarmGateUA,cream,Cream,retail_consumer_observed,3,-0.01521770178879958,1.0,stronger
local_projection,Retail+Consumer -> FarmGateUA,hard_cheese,Hard cheese,retail_consumer_observed,4,-0.02476608693420979,1.0,stronger
local_projection,Retail+Consumer -> FarmGateUA,yogurt_dessert,Yogurt / dessert,retail_consumer_observed,4,0.04733557945899062,1.0,stronger
local_projection,Retail+Consumer -> ProZorro,condensed_milk,Condensed milk,retail_consumer_baseline,2,-0.9705274349837428,1.0,selective
local_projection,Retail+Consumer -> ProZorro,condensed_milk,Condensed milk,retail_consumer_observed,2,-0.7946410997451178,1.0,selective
local_projection,Retail+Consumer -> ProZorro,cottage_cheese,Cottage cheese,retail_consumer_observed,2,-0.6695562854367343,1.0,selective
local_projection,Retail+Consumer -> ProZorro,milk,Milk / fermented milk,retail_consumer_baseline,2,0.16802167572512566,1.0,selective
local_projection,Retail+Consumer -> ProZorro,milk,Milk / fermented milk,retail_consumer_observed,2,0.1904737148569665,1.0,selective
local_projection,Silpo -> ProZorro,condensed_milk,Condensed milk,silpo_baseline,2,-0.8643084218847805,1.0,selective
local_projection,Silpo -> ProZorro,condensed_milk,Condensed milk,silpo_observed,2,-0.585446851708188,1.0,selective
local_projection,Silpo -> ProZorro,cottage_cheese,Cottage cheese,silpo_baseline,4,-0.7510125831817152,1.0,stronger
local_projection,Silpo -> ProZorro,cottage_cheese,Cottage cheese,silpo_observed,4,-0.7456021091862344,1.0,stronger
local_projection,Silpo -> ProZorro,cream,Cream,silpo_observed,2,-0.6493263810507894,1.0,selective
margin_power_proxy,producer_farmgate,butter,Butter,ProducerUA / FarmGateUA,1,-0.0052808386956478635,,proxy_only
margin_power_proxy,producer_farmgate,butter,Butter,ProducerUA / FarmGateUA,1,-0.005800760210657263,,proxy_only
margin_power_proxy,procurement_producer,butter,Butter,ProZorro / ProducerUA,1,-0.421744199087694,,proxy_only
margin_power_proxy,retail_procurement_observed,butter,Butter,Retail observed / ProZorro,1,-0.3869470079234254,,proxy_only
margin_power_proxy,retail_procurement_baseline,butter,Butter,Retail baseline / ProZorro,1,-0.3480359078894641,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,butter,Butter,Retail+Consumer observed / ProZorro,1,-0.3869470079234254,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,butter,Butter,Retail+Consumer baseline / ProZorro,1,-0.3480359078894641,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,butter,Butter,Retail matched observed / ProZorro,1,-0.3598128225886177,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,butter,Butter,Retail matched baseline / ProZorro,1,-0.2686341919977926,,proxy_only
margin_power_proxy,silpo_procurement_observed,butter,Butter,Silpo observed / ProZorro,1,-0.24302132455210315,,proxy_only
margin_power_proxy,silpo_procurement_baseline,butter,Butter,Silpo baseline / ProZorro,1,-0.16595924156301245,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,butter,Butter,Retail optimal observed / ProZorro,1,-0.3869470079234254,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,butter,Butter,Retail optimal baseline / ProZorro,1,-0.3480359078894641,,proxy_only
margin_power_proxy,producer_farmgate,butter,Butter,ProducerUA / FarmGateUA,1,-0.006126125797904206,,proxy_only
margin_power_proxy,producer_farmgate,butter,Butter,ProducerUA / FarmGateUA,1,-0.006588292707026601,,proxy_only
margin_power_proxy,procurement_producer,butter,Butter,ProZorro / ProducerUA,1,-0.41905031784771524,,proxy_only
margin_power_proxy,retail_procurement_observed,butter,Butter,Retail observed / ProZorro,1,-0.3869470079234254,,proxy_only
margin_power_proxy,retail_procurement_baseline,butter,Butter,Retail baseline / ProZorro,1,-0.3480359078894641,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,butter,Butter,Retail+Consumer observed / ProZorro,1,-0.3869470079234254,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,butter,Butter,Retail+Consumer baseline / ProZorro,1,-0.3480359078894641,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,butter,Butter,Retail matched observed / ProZorro,1,-0.3598128225886177,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,butter,Butter,Retail matched baseline / ProZorro,1,-0.2686341919977926,,proxy_only
margin_power_proxy,silpo_procurement_observed,butter,Butter,Silpo observed / ProZorro,1,-0.24302132455210315,,proxy_only
margin_power_proxy,silpo_procurement_baseline,butter,Butter,Silpo baseline / ProZorro,1,-0.16595924156301245,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,butter,Butter,Retail optimal observed / ProZorro,1,-0.3869470079234254,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,butter,Butter,Retail optimal baseline / ProZorro,1,-0.3480359078894641,,proxy_only
margin_power_proxy,retail_farmgate_observed,condensed_milk,Condensed milk,Retail observed / FarmGateUA,1,-0.6138147369998406,,proxy_only
margin_power_proxy,retail_farmgate_baseline,condensed_milk,Condensed milk,Retail baseline / FarmGateUA,1,-0.6952572396860472,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,condensed_milk,Condensed milk,Retail+Consumer observed / FarmGateUA,1,-0.6138147369998406,,proxy_only
margin_power_proxy,retail_farmgate_observed,condensed_milk,Condensed milk,Retail observed / FarmGateUA,1,-0.6811967507695287,,proxy_only
margin_power_proxy,retail_farmgate_baseline,condensed_milk,Condensed milk,Retail baseline / FarmGateUA,1,-0.7491925741462642,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,condensed_milk,Condensed milk,Retail+Consumer observed / FarmGateUA,1,-0.6811967507695287,,proxy_only
margin_power_proxy,retail_procurement_observed,condensed_milk,Condensed milk,Retail observed / ProZorro,1,-0.13218472912917925,,proxy_only
margin_power_proxy,retail_procurement_baseline,condensed_milk,Condensed milk,Retail baseline / ProZorro,1,-0.1290104118145905,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,condensed_milk,Condensed milk,Retail+Consumer observed / ProZorro,1,-0.13218472912917925,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,condensed_milk,Condensed milk,Retail+Consumer baseline / ProZorro,1,-0.1290104118145905,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,condensed_milk,Condensed milk,Retail matched observed / ProZorro,1,-0.712000611398335,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,condensed_milk,Condensed milk,Retail matched baseline / ProZorro,1,-0.7801138120861069,,proxy_only
margin_power_proxy,silpo_procurement_observed,condensed_milk,Condensed milk,Silpo observed / ProZorro,1,-0.12919398784845715,,proxy_only
margin_power_proxy,silpo_procurement_baseline,condensed_milk,Condensed milk,Silpo baseline / ProZorro,1,-0.126495873934896,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,condensed_milk,Condensed milk,Retail optimal observed / ProZorro,1,-0.13218472912917925,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,condensed_milk,Condensed milk,Retail optimal baseline / ProZorro,1,-0.1290104118145905,,proxy_only
margin_power_proxy,retail_farmgate_observed,condensed_milk,Condensed milk,Retail observed / FarmGateUA,1,-0.6202830635320546,,proxy_only
margin_power_proxy,retail_farmgate_baseline,condensed_milk,Condensed milk,Retail baseline / FarmGateUA,1,-0.6811682068851903,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,condensed_milk,Condensed milk,Retail+Consumer observed / FarmGateUA,1,-0.6202830635320546,,proxy_only
margin_power_proxy,retail_farmgate_observed,condensed_milk,Condensed milk,Retail observed / FarmGateUA,1,-0.6399753632432471,,proxy_only
margin_power_proxy,retail_farmgate_baseline,condensed_milk,Condensed milk,Retail baseline / FarmGateUA,1,-0.6704733335086019,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,condensed_milk,Condensed milk,Retail+Consumer observed / FarmGateUA,1,-0.6399753632432471,,proxy_only
margin_power_proxy,retail_procurement_observed,condensed_milk,Condensed milk,Retail observed / ProZorro,1,-0.13218472912917925,,proxy_only
margin_power_proxy,retail_procurement_baseline,condensed_milk,Condensed milk,Retail baseline / ProZorro,1,-0.1290104118145905,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,condensed_milk,Condensed milk,Retail+Consumer observed / ProZorro,1,-0.13218472912917925,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,condensed_milk,Condensed milk,Retail+Consumer baseline / ProZorro,1,-0.1290104118145905,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,condensed_milk,Condensed milk,Retail matched observed / ProZorro,1,-0.712000611398335,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,condensed_milk,Condensed milk,Retail matched baseline / ProZorro,1,-0.7801138120861069,,proxy_only
margin_power_proxy,silpo_procurement_observed,condensed_milk,Condensed milk,Silpo observed / ProZorro,1,-0.12919398784845715,,proxy_only
margin_power_proxy,silpo_procurement_baseline,condensed_milk,Condensed milk,Silpo baseline / ProZorro,1,-0.126495873934896,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,condensed_milk,Condensed milk,Retail optimal observed / ProZorro,1,-0.13218472912917925,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,condensed_milk,Condensed milk,Retail optimal baseline / ProZorro,1,-0.1290104118145905,,proxy_only
margin_power_proxy,retail_farmgate_observed,cottage_cheese,Cottage cheese,Retail observed / FarmGateUA,1,-0.3818605177652439,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cottage_cheese,Cottage cheese,Retail baseline / FarmGateUA,1,-0.3702726130508408,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cottage_cheese,Cottage cheese,Retail+Consumer observed / FarmGateUA,1,-0.3818605177652439,,proxy_only
margin_power_proxy,retail_farmgate_observed,cottage_cheese,Cottage cheese,Retail observed / FarmGateUA,1,-0.3910237476393853,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cottage_cheese,Cottage cheese,Retail baseline / FarmGateUA,1,-0.40842849917512125,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cottage_cheese,Cottage cheese,Retail+Consumer observed / FarmGateUA,1,-0.3910237476393853,,proxy_only
margin_power_proxy,retail_procurement_observed,cottage_cheese,Cottage cheese,Retail observed / ProZorro,1,-0.11353828391594667,,proxy_only
margin_power_proxy,retail_procurement_baseline,cottage_cheese,Cottage cheese,Retail baseline / ProZorro,1,-0.07475023765334068,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,cottage_cheese,Cottage cheese,Retail+Consumer observed / ProZorro,1,-0.11353828391594667,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,cottage_cheese,Cottage cheese,Retail+Consumer baseline / ProZorro,1,-0.07475023765334068,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,cottage_cheese,Cottage cheese,Retail matched observed / ProZorro,1,-0.32352716323576486,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,cottage_cheese,Cottage cheese,Retail matched baseline / ProZorro,1,-0.23530181060187136,,proxy_only
margin_power_proxy,silpo_procurement_observed,cottage_cheese,Cottage cheese,Silpo observed / ProZorro,1,-0.13496393919335103,,proxy_only
margin_power_proxy,silpo_procurement_baseline,cottage_cheese,Cottage cheese,Silpo baseline / ProZorro,1,-0.11829808739082857,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,cottage_cheese,Cottage cheese,Retail optimal observed / ProZorro,1,-0.11353828391594667,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,cottage_cheese,Cottage cheese,Retail optimal baseline / ProZorro,1,-0.07475023765334068,,proxy_only
margin_power_proxy,retail_farmgate_observed,cottage_cheese,Cottage cheese,Retail observed / FarmGateUA,1,-0.3680397932058603,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cottage_cheese,Cottage cheese,Retail baseline / FarmGateUA,1,-0.3523710911455358,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cottage_cheese,Cottage cheese,Retail+Consumer observed / FarmGateUA,1,-0.3680397932058603,,proxy_only
margin_power_proxy,retail_farmgate_observed,cottage_cheese,Cottage cheese,Retail observed / FarmGateUA,1,-0.382499884671284,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cottage_cheese,Cottage cheese,Retail baseline / FarmGateUA,1,-0.38288777076347846,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cottage_cheese,Cottage cheese,Retail+Consumer observed / FarmGateUA,1,-0.382499884671284,,proxy_only
margin_power_proxy,retail_procurement_observed,cottage_cheese,Cottage cheese,Retail observed / ProZorro,1,-0.11353828391594667,,proxy_only
margin_power_proxy,retail_procurement_baseline,cottage_cheese,Cottage cheese,Retail baseline / ProZorro,1,-0.07475023765334068,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,cottage_cheese,Cottage cheese,Retail+Consumer observed / ProZorro,1,-0.11353828391594667,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,cottage_cheese,Cottage cheese,Retail+Consumer baseline / ProZorro,1,-0.07475023765334068,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,cottage_cheese,Cottage cheese,Retail matched observed / ProZorro,1,-0.32352716323576486,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,cottage_cheese,Cottage cheese,Retail matched baseline / ProZorro,1,-0.23530181060187136,,proxy_only
margin_power_proxy,silpo_procurement_observed,cottage_cheese,Cottage cheese,Silpo observed / ProZorro,1,-0.13496393919335103,,proxy_only
margin_power_proxy,silpo_procurement_baseline,cottage_cheese,Cottage cheese,Silpo baseline / ProZorro,1,-0.11829808739082857,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,cottage_cheese,Cottage cheese,Retail optimal observed / ProZorro,1,-0.11353828391594667,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,cottage_cheese,Cottage cheese,Retail optimal baseline / ProZorro,1,-0.07475023765334068,,proxy_only
margin_power_proxy,retail_farmgate_observed,cream,Cream,Retail observed / FarmGateUA,1,-0.24418615365118612,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cream,Cream,Retail baseline / FarmGateUA,1,-0.2469296453437551,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cream,Cream,Retail+Consumer observed / FarmGateUA,1,-0.24418615365118612,,proxy_only
margin_power_proxy,retail_farmgate_observed,cream,Cream,Retail observed / FarmGateUA,1,-0.26461736485068743,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cream,Cream,Retail baseline / FarmGateUA,1,-0.2615498656564179,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cream,Cream,Retail+Consumer observed / FarmGateUA,1,-0.26461736485068743,,proxy_only
margin_power_proxy,retail_procurement_observed,cream,Cream,Retail observed / ProZorro,1,-0.14728275991164347,,proxy_only
margin_power_proxy,retail_procurement_baseline,cream,Cream,Retail baseline / ProZorro,1,-0.1561290337655407,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,cream,Cream,Retail+Consumer observed / ProZorro,1,-0.14728275991164347,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,cream,Cream,Retail+Consumer baseline / ProZorro,1,-0.1561290337655407,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,cream,Cream,Retail matched observed / ProZorro,1,-0.18178571302668195,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,cream,Cream,Retail matched baseline / ProZorro,1,-0.15748764874220736,,proxy_only
margin_power_proxy,silpo_procurement_observed,cream,Cream,Silpo observed / ProZorro,1,-0.09398435494563705,,proxy_only
margin_power_proxy,silpo_procurement_baseline,cream,Cream,Silpo baseline / ProZorro,1,-0.08702756664898606,,proxy_only
margin_power_proxy,novus_procurement_observed,cream,Cream,Novus observed / ProZorro,1,-0.25705513305673106,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,cream,Cream,Retail optimal observed / ProZorro,1,-0.14728275991164347,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,cream,Cream,Retail optimal baseline / ProZorro,1,-0.1561290337655407,,proxy_only
margin_power_proxy,retail_farmgate_observed,cream,Cream,Retail observed / FarmGateUA,1,-0.2359566708854495,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cream,Cream,Retail baseline / FarmGateUA,1,-0.2399954696107269,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cream,Cream,Retail+Consumer observed / FarmGateUA,1,-0.2359566708854495,,proxy_only
margin_power_proxy,retail_farmgate_observed,cream,Cream,Retail observed / FarmGateUA,1,-0.2620546632140862,,proxy_only
margin_power_proxy,retail_farmgate_baseline,cream,Cream,Retail baseline / FarmGateUA,1,-0.26385378700733453,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,cream,Cream,Retail+Consumer observed / FarmGateUA,1,-0.2620546632140862,,proxy_only
margin_power_proxy,retail_procurement_observed,cream,Cream,Retail observed / ProZorro,1,-0.14728275991164347,,proxy_only
margin_power_proxy,retail_procurement_baseline,cream,Cream,Retail baseline / ProZorro,1,-0.1561290337655407,,proxy_only
margin_power_proxy,retail_consumer_procurement_observed,cream,Cream,Retail+Consumer observed / ProZorro,1,-0.14728275991164347,,proxy_only
margin_power_proxy,retail_consumer_procurement_baseline,cream,Cream,Retail+Consumer baseline / ProZorro,1,-0.1561290337655407,,proxy_only
margin_power_proxy,retail_matched_procurement_observed,cream,Cream,Retail matched observed / ProZorro,1,-0.18178571302668195,,proxy_only
margin_power_proxy,retail_matched_procurement_baseline,cream,Cream,Retail matched baseline / ProZorro,1,-0.15748764874220736,,proxy_only
margin_power_proxy,silpo_procurement_observed,cream,Cream,Silpo observed / ProZorro,1,-0.09398435494563705,,proxy_only
margin_power_proxy,silpo_procurement_baseline,cream,Cream,Silpo baseline / ProZorro,1,-0.08702756664898606,,proxy_only
margin_power_proxy,novus_procurement_observed,cream,Cream,Novus observed / ProZorro,1,-0.25705513305673106,,proxy_only
margin_power_proxy,retail_optimal_procurement_observed,cream,Cream,Retail optimal observed / ProZorro,1,-0.14728275991164347,,proxy_only
margin_power_proxy,retail_optimal_procurement_baseline,cream,Cream,Retail optimal baseline / ProZorro,1,-0.1561290337655407,,proxy_only
margin_power_proxy,producer_farmgate,hard_cheese,Hard cheese,ProducerUA / FarmGateUA,1,-0.003904839442564335,,proxy_only
margin_power_proxy,retail_farmgate_observed,hard_cheese,Hard cheese,Retail observed / FarmGateUA,1,-0.7614338623521835,,proxy_only
margin_power_proxy,retail_farmgate_baseline,hard_cheese,Hard cheese,Retail baseline / FarmGateUA,1,-0.7339758779485811,,proxy_only
margin_power_proxy,retail_consumer_farmgate_observed,hard_cheese,Hard cheese,Retail+Consumer observed / FarmGateUA,1,-0.7250452771545732,,proxy_only
